input_text	target_text	Flag
Networks Security	Networks Security	
Networks Self Optimization	Networks Self Optimization	
Neuro Fuzzy	Neuro Fuzzy	
Neurosurgery	Neurosurgery	
New Business Development	New Business Development	
New Business	New Business Development	
New Business Opportunities	Not a skill	
New Market Expansion	New Market Expansion	
New Markets Development	New Markets Development	
New Product Development	New Product Development	
New Product Introduction	New Product Development	
New Radio	Radio Signaling	
New Relic	New Relic	
Nexus Repository Manager	Nexus Repository Managment	
Nexus Repository Manager 3	Nexus Repository Managment	
Ni Diadem	Ni Diadem	
Non Formal Education	Non Formal Education	
Non Linear Analysis	Non Linear Analysis	
Non Linear Mechanical Behaviors	Non Linear Mechanical Behaviors	
Non Linear Regression	Non Linear Regression	
Non Profit Administration	Non Profit Administration	
Non Violent Crisis Intervention	Non Violent Crisis Intervention	
Non Governmental Organizations	Non-Governmental Organizations	
Non Profits	Not a skill	
Nonprofit Consulting	Nonprofit Consulting	
Nonprofit Organizations	Nonprofit Organizations	
Norms	Norms	
North Africa It Market Expertise	North Africa It Market	
Nuke	Nuke	
Nume Risation	Not a skill	
Nume Risation D	Not a skill	
Numeric Design	Numeric Designing	
Numeric Electronics	Numeric Electronics	
Error Analysis Numerical Analysis	Numerical Analysis	
Numerical Analysis	Numerical Analysis	
Numerical Modelling	Numerical Modelling	
Numerical Simulation	Numerical Simulation	
Excellent Numerical Skills	Numerical Skills	
Numerical Skills	Numerical Skills	
Knowledge Of Nutrition	Nutrition Knowledge 	
Knowledge In Nutrition	Nutrition Knowledge 	
Nutritionist Pro	Nutritionist	
Nutritionist	Nutritionist	
Oats	Not a skill	
Object Based Image Analysis	Object-Based Image Analysis	
Object Oriented Languages	Object-Oriented Languages	
Objective Setting	Objective Designing	
Objective	Objective Designing	
Observers Design	Observers Design	
Occupational Health	Occupational Health Management	
Ocr Space	Ocr Space	
Odin	Odin	
Maitrise De L Outil Odoo	Not a skill	
Odoo	Odoo	
Oe Architect	Oe Architecture	
Oe Architect 10	Oe Architecture	
Office Administration And Management Skills	Office Administration And Management	
Office Administration And Management	Office Administration And Management	
Office Application	Office Application	
Offline Batch Analysis	Offline Batch Analysis	
Oil And Gas Safety	Oil And Gas Safety	
Oil Change	Oil Change	
Oil Gas	Oil Gas	
Olga	Olga (Software)	
Off Page Optimization	Off Page Optimization	
On Page Optimization	On Page Optimization	
On Page Seo	On Page Seo	
On Off Page Seo	On Page Seo	
Oncologie	Oncology	
Oncology	Oncology	
One On One	Not a skill	
Online Campaign Management	Online Campaign Management	
Online Reputation Management	Online Reputation Management	
Online Sales	Online Sales	
Online Testing	Online Testing	
Online Traffic	Online Traffic	
Online Training	Training	
Onsite Coordination	Onsite Coordination	
Onyx	Onyx (Software)	
Oop Design Patterns	Oop Design Patterns	
Oop And Design Patterns	Oop Design Patterns	
Open Diagnostic Database Exchange	Open Diagnostic Database Exchange	
Open Mind	Open Mind	soft Skill
Open Office Writer	Open Office Writing	
Open Processing	Open Processing	
Open Project	Open Project	
Open Social	Open Social	
Open Space	Open Space	
Open Street Map	Open Street Maps	
Open Street Maps	Open Street Maps	
Open Studio	Open Studio	
Open Cart	OpenCart	
Openerp V	Openerp	
Openerp	Openerp	
Opens	Not a skill	
Openstack	Openstack	
Openstackopenstack	Openstack	
Operation And Control Skills	Operation And Control	
Operation And Control	Operation And Control	
Operation Management	Operation Management	
Operation	Operation Management	
Operational Effectiveness	Operational Effectiveness	soft Skill
Excellent Knowledge Of The Operational	Operational Knowledge	soft Skill
Operational Knowledge	Operational Knowledge	soft Skill
Operational Systems	Operational Systems	
Operations Management	Operations Management	
Operations	Operations Management	
Operators	Not a skill	
Opinion Mining	Opinion Mining	
Optical Character Recognition	Optical Character Recognition	
Optical Communications	Optical Communications	
Optical Transport Network	Optical Transport Network	
Optics	Optics	
Optique	Optics	
Optimisation	Optimization	
Optimisation De Re Fe Rencement	Not a skill	
Noesis Optimus	Optimization	
Optimization	Optimization	
Optimisation Algorithmique	Optimization Algorithm	
Optimization Algorithm	Optimization Algorithm	
Optimization Methods And Tools	Optimization Methods And Tools	
Optimization Models	Optimization Models	
Optimization Programming	Optimization Programming	
Optimization Techniques	Optimization Techniques	
Optimization Theory	Optimization Theory	
Optimizing Algorithms	Optimizing Algorithms	
Optimizing User Experiences	Optimizing User Experiences	
Oracle Account Receivables	Oracle Account Receivables ( Aa )	
Opex	Oracle Apex	
Oracle Apex	Oracle Apex	
Oracle Bi	Oracle Bi	
Oracle Bi Applications	Oracle Bi Applications	
Oracle Bi Ee	Oracle Bi Ee	
Oracle Database Administration	Oracle Database Administration (Dba)	
Oracle E Business Suite	Oracle E-Business Suite	
Oracle E Business Suite 12	Oracle E-Business Suite	
Oracle Express Server	Oracle Express Server	
Oracle Forms	Oracle Forms	
Oracle Oracle Forms	Oracle Forms	
Oracle Identity Manager	Oracle Identity Manager	
Oracle Inventory	Oracle Inventory	
Oracle Oaf	Oracle Oaf	
Oracle Oss	Oracle Oss	
Oracle Performance	Oracle Performance	
Oracle Procurement Contract	Oracle Procurement Contract	
Oracle Real Application Clusters	Oracle Real Application Clusters	
Oracle Rest Data Service	Oracle Rest Data Service	
Oracle Warehouse Builder	Oracle Warehouse Builder	
Oracle Warehouse Builderoracle Warehouse Builder	Oracle Warehouse Builder	
Oracle Warehouse Management	Oracle Warehouse Management	
Oracle Warehouse Managementoracle Warehouse Management	Oracle Warehouse Management	
Oral And Written Communications	Communications	soft Skill
Oral And Written Communications Skills	Communications	soft Skill
Oral Medicine	Oral Medicine	
Oral Written Communication	Communications	soft Skill
Oral Written Communication Skills	Communications	soft Skill
Organisation And Change Management	Organisation And Change Management	
Organisation And Planning	Organisation And Planning	
Organisation And Planning Skills	Organisation And Planning	
Organisation Des Casting	Not a skill	
Highly Organised And Detail Oriented	Organised And Detail Oriented	soft Skill
Organised And Detail Oriented	Organised And Detail Oriented	soft Skill
Highly Organised And Efficient	Organised And Efficient	soft Skill
Organised And Efficient	Organised And Efficient	soft Skill
Organising Skills	Organising	
Organising	Organising	
Organising And Planning	Organising And Planning	soft Skill
Organising And Planning Skills	Organising And Planning	soft Skill
Organization And Communication	Organization And Communication	
Organization And Communication Skills	Organization And Communication	
Organization And Management	Organization And Management	
Organization And Management Skills	Organization And Management	
Organization And Planning	Organization And Planning	
Organization And Planning Skills	Organization And Planning	
Organization And Efficiency	Organization Efficiency	
Organization Efficiency	Organization Efficiency	
Organization Of Events	Organization Events	
Organizational Abilities	Organizational Abilities	soft Skill
Strong Organizational Abilities	Organizational Abilities	soft Skill
Organisational Ability	Organizational Abilities	soft Skill
Organizational Ability	Organizational Abilities	soft Skill
Organizational And Analytical Skills	Organizational And Analytical	
Strong Organizational And Analytical Skills	Organizational And Analytical	
Organizational And Multitasking Skills	Organizational And Multitasking	
Strong Organizational And Multitasking Skills	Organizational And Multitasking	
Organizational Communication	Organizational Communication	soft Skill
Organizational And Communication Skills	Organizational Communication	soft Skill
Organizational Initiatives	Organizational Initiatives	soft Skill
Organizational Review	Organizational Review	
Highly Organized And Detail Oriented	Organized And Detail Oriented	soft Skill
Organized And Detail Oriented	Organized And Detail Oriented	soft Skill
Highly Organized And Efficient	Organized And Efficient	soft Skill
Organized And Efficient	Organized And Efficient	soft Skill
Organized And Methodical	Organized And Methodical	soft Skill
Very Organized And Methodical	Organized And Methodical	soft Skill
Highly Organized And Punctual	Organized And Punctual	soft Skill
Organized And Punctual	Organized And Punctual	soft Skill
Highly Organized And Structured	Organized And Structured	
Organized And Structured	Organized And Structured	
Highly Organized Efficient	Organized Efficient	soft Skill
Organized Efficient	Organized Efficient	soft Skill
Organizing And Planning	Organizing And Planning	soft Skill
Organizing And Planning Skills	Organizing And Planning	soft Skill
Orientation Client	Client Orientation 	
Orion	Orion (Software)	
Orion 18	Orion (Software)	
Ortho	Ortho (Software)	
Os	Operating systems	
Installation Os	Os Installation	
Os Installation	Os Installation	
Os Scripting	Os Scripting	
Out Of The Box Thinker	Out Of The Box Thinking	soft Skill
Out Of The Box Thinking	Out Of The Box Thinking	soft Skill
Outbound Sales	Outbound Sales Management	
Outbound Sales Skills	Outbound Sales Management	
Outils D Imple Mentation	Not a skill	
Outils Re Solution Proble Mes	Not a skill	
Outils Bureautiques	Not a skill	
Outils Bureautiques Outils Bureautiques	Not a skill	
Outliers Detection	Outliers Detection	
Outsourcing	Outsourcing	
Outsourcing It	Outsourcing	
Oz Mozart System	Oz Mozart System	
Package Handling	Package Handling	
Package Handler	Package Handling	
Packet Filter	Packet Filter	
Pact	Pact	
Pain Management	Pain Management	
Paint Tool Sai	Paint Tool Sai	
Pam Crash	Pam Crash	
Paradigms	Paradigms	
Task Parallel Library	Parallel Library	
Pari	Not a skill	
Parks	Not a skill	
Parse	Not a skill	
Part Approval Process	Part Approval Process	
Part Time Work	Not a skill	
Partial Reconfiguration	Partial Reconfiguration	
Participatory Design	Participatory Design	
Participatory Planning	Participatory Planning	
Partner Relationship	Partner Relationship Management	
Partner Relationship Management	Partner Relationship Management	
Partner Relationship Development	Partner Relationship Management ( Brm )	
Partner Relation Management	Partner Relationship Management ( Brm )	
Partnership Building	Partnership Building	
Partnership	Partnership Management	
Partnership Management	Partnership Management	
Partnerships	Partnership Management	
Partnerships Management	Partnership Management	
Passionate And Fast Learner	Passionate And Quick Learner	soft Skill
Passion To Learn	Passionate And Quick Learner	soft Skill
Passive Integration Connecting Substrate	Passive Integration Connecting Substrate	
Password Management	Password Management	
Password Resets	Password Management	
Patent Law	Patent Law	
Pathologie	Pathology	
Pathology	Pathology	
Patient Counseling Expert	Patient Counseling	
Patient Counseling	Patient Counseling	
Patient Education Skills	Patient Education	
Patient Education	Patient Education	
Patient Flow	Patient Flow Management	
Patient Flow Management	Patient Flow Management	
Patient Monitoring	Patient Monitoring	
Patient Relationship	Patient Relationship Management ( Arm )	
Patient Relationship Management	Patient Relationship Management ( Arm )	
Patisserie	Not a skill	
Pattern Design	Pattern Designing	
Pattern Making	Pattern Making	
Payment Gateways	Payment Gateways	
Payment Industry	Payment Industry	
Payment Schemes	Payment Schemes	
Payments And Swift	Payments And Swift	
Payments Management	Payments Management	
Payments	Payments Management	
Payments Security	Payments Security	
Pcb Design	Pcb Designing	
Pcb Designing	Pcb Designing	
Peak System	Peak System	
Pedagogical Projects	Pedagogical Projects	
Peer Tutoring	Peer Tutoring	
People Management Skills	People Management	
People Management	People Management	
Performance Anxiety	Performance Anxiety	
Performance Art	Performance Art	
Performance Improvement	Performance Improvement	
Performance Improvements	Performance Improvement	
Knowledge Of Performance Metrics	Performance Metrics	
Performance Metrics	Performance Metrics	
Performance Du Re Seau	Performance Modeling	
Performance Modeling	Performance Modeling	
Monitoring Performance	Performance Monitoring	
Performance Monitoring	Performance Monitoring	
Performance Point	Performance Point	
Performance Driven	Performance-Driven Testing	
Results And Performance Driven	Performance-Driven Testing	
Perl	Perl programming language	
Personable And Friendly	Personable And Friendly	soft Skill
Personable Friendly	Personable And Friendly	soft Skill
Personal Area Network	Personal Area Network (Pan)	
Personal Care Needs	Personal Care 	
Personal Care	Patisserie	
Personal Finance	Personal Finance	
Personal	Personal Finance	
Personal Management Skills	Personal Management	
Personal Management	Personal Management	
Personal Protection	Personal Protection	
Personal Skills	Personal Skills	
Personal Training	Personal Training	
